UKBID,everCpDK_count,everCpDC_count,detectedK_UKBID,detectedC_UKBID,detectedCK_UKBID
Q16881,7.0,3.0,True,True,True
Q16891,1.0,1.0,True,True,True
Q17R89,1.0,0.0,True,False,False
Q29RF7,3.0,7.0,True,True,True
Q2KHT3,1.0,0.0,True,False,False
Q2M389,3.0,1.0,True,True,True
Q2NL82,1.0,1.0,True,True,True
Q2TAA2,1.0,2.0,True,True,True
Q2TAY7,2.0,1.0,True,True,True
Q2TB90,1.0,0.0,True,False,False
Q2VPK5,1.0,2.0,True,True,True
Q2WGJ9,1.0,0.0,True,False,False
Q2Y0W8,1.0,0.0,True,False,False
Q32P28,3.0,0.0,True,False,False
Q3KRA6,2.0,0.0,True,False,False
Q3MHD2,1.0,0.0,True,False,False
Q3YEC7,1.0,0.0,True,False,False
Q3ZCQ8,1.0,1.0,True,True,True
Q4G0N4,3.0,2.0,True,True,True
Q4V328,1.0,2.0,True,True,True
Q4VC31,6.0,0.0,True,False,False
Q53EU6,1.0,0.0,True,False,False
Q53EZ4,2.0,3.0,True,True,True
Q53FA7,1.0,0.0,True,False,False
Q53FT3,2.0,0.0,True,False,False
Q53GQ0,4.0,1.0,True,True,True
Q53GS9,1.0,0.0,True,False,False
Q53H12,2.0,0.0,True,False,False
Q53H82,1.0,2.0,True,True,True
Q53LP3,1.0,0.0,True,False,False
Q53QZ3,1.0,0.0,True,False,False
Q567U6,2.0,0.0,True,False,False
Q56P03,1.0,0.0,True,False,False
Q56VL3,2.0,1.0,True,True,True
Q5EBL8,3.0,0.0,True,False,False
Q5EG05,1.0,0.0,True,False,False
Q5H9R7,1.0,2.0,True,True,True
Q5HYJ3,1.0,0.0,True,False,False
Q5JRX3,1.0,4.0,True,True,True
Q5JSH3,1.0,0.0,True,False,False
Q5JUR7,2.0,0.0,True,False,False
Q5JVF3,1.0,1.0,True,True,True
Q5K651,1.0,0.0,True,False,False
Q5NDL2,1.0,0.0,True,False,False
Q5R3I4,1.0,1.0,True,True,True
Q5SRE5,1.0,3.0,True,True,True
Q5SRE7,1.0,0.0,True,False,False
Q5SSJ5,1.0,0.0,True,False,False
Q5SW79,1.0,1.0,True,True,True
Q5SW96,1.0,1.0,True,True,True
Q5T1V6,1.0,2.0,True,True,True
Q5T2E6,1.0,1.0,True,True,True
Q5T440,2.0,2.0,True,True,True
Q5T4S7,1.0,6.0,True,True,True
Q5T5P2,1.0,0.0,True,False,False
Q5T6V5,1.0,0.0,True,False,False
Q5T8P6,4.0,1.0,True,True,True
Q5TBA9,1.0,0.0,True,False,False
Q5TBB1,2.0,1.0,True,True,True
Q5TFE4,3.0,3.0,True,True,True
Q5TGL8,1.0,0.0,True,False,False
Q5TGZ0,1.0,0.0,True,False,False
Q5U5X0,2.0,1.0,True,True,True
Q5VIR6,2.0,1.0,True,True,True
Q5VT52,1.0,6.0,True,True,True
Q5VTR2,2.0,1.0,True,True,True
Q5VUJ6,1.0,2.0,True,True,True
Q5VUM1,1.0,0.0,True,False,False
Q5VW32,4.0,0.0,True,False,False
Q5VWQ8,1.0,0.0,True,False,False
Q5VWZ2,1.0,1.0,True,True,True
Q5VZF2,1.0,1.0,True,True,True
Q5VZM2,1.0,0.0,True,False,False
Q658Y4,1.0,0.0,True,False,False
Q659C4,1.0,0.0,True,False,False
Q68DU8,1.0,0.0,True,False,False
Q68E01,1.0,1.0,True,True,True
Q68EM7,1.0,0.0,True,False,False
Q6DCA0,1.0,1.0,True,True,True
Q6DD88,2.0,1.0,True,True,True
Q6DKJ4,1.0,0.0,True,False,False
Q6DKK2,1.0,0.0,True,False,False
Q6FI81,2.0,4.0,True,True,True
Q6GMV3,3.0,0.0,True,False,False
Q6IAA8,1.0,0.0,True,False,False
Q6IBS0,3.0,3.0,True,True,True
Q6IPR3,1.0,0.0,True,False,False
Q6IS14,4.0,2.0,True,True,True
Q6ISB3,1.0,0.0,True,False,False
Q6JBY9,1.0,3.0,True,True,True
Q6L8Q7,5.0,3.0,True,True,True
Q6N069,1.0,0.0,True,False,False
Q6NUK1,3.0,1.0,True,True,True
Q6NUM9,1.0,0.0,True,False,False
Q6NUQ1,2.0,0.0,True,False,False
Q6NVY1,4.0,3.0,True,True,True
Q6NXT1,1.0,4.0,True,True,True
Q6NXT2,1.0,0.0,True,False,False
Q6NYC8,2.0,1.0,True,True,True
Q6NZI2,10.0,0.0,True,False,False
Q6P1J9,5.0,1.0,True,True,True
Q6P1K2,2.0,1.0,True,True,True
Q6P1N9,1.0,0.0,True,False,False
Q6P2C8,1.0,0.0,True,False,False
Q6P2I3,2.0,1.0,True,True,True
Q6P2Q9,2.0,2.0,True,True,True
Q6P587,2.0,2.0,True,True,True
Q6P6B7,1.0,0.0,True,False,False
Q6P6C2,1.0,2.0,True,True,True
Q6P996,2.0,1.0,True,True,True
Q6P9B6,1.0,1.0,True,True,True
Q6PD62,1.0,1.0,True,True,True
Q6PD74,1.0,0.0,True,False,False
Q6PI48,1.0,1.0,True,True,True
Q6PIY7,1.0,0.0,True,False,False
Q6PJT7,2.0,1.0,True,True,True
Q6QNY1,2.0,1.0,True,True,True
Q6S8J3,2.0,1.0,True,True,True
Q6UB35,2.0,6.0,True,True,True
Q6UN15,1.0,1.0,True,True,True
Q6UW68,1.0,0.0,True,False,False
Q6UWE0,1.0,0.0,True,False,False
Q6UX04,1.0,0.0,True,False,False
Q6UXN9,2.0,0.0,True,False,False
Q6VY07,2.0,0.0,True,False,False
Q6WCQ1,1.0,2.0,True,True,True
Q6XZF7,1.0,4.0,True,True,True
Q6YN16,9.0,5.0,True,True,True
Q6ZSZ6,1.0,0.0,True,False,False
Q6ZVM7,1.0,0.0,True,False,False
Q6ZWH5,1.0,0.0,True,False,False
Q70E73,1.0,3.0,True,True,True
Q70J99,3.0,1.0,True,True,True
Q70Z53,1.0,0.0,True,False,False
Q712K3,1.0,2.0,True,True,True
Q71RC2,1.0,2.0,True,True,True
Q71U36,7.0,10.0,True,True,True
Q7KZF4,8.0,5.0,True,True,True
Q7KZI7,2.0,0.0,True,False,False
Q7L014,1.0,3.0,True,True,True
Q7L099,1.0,0.0,True,False,False
Q7L0Y3,2.0,2.0,True,True,True
Q7L1Q6,10.0,3.0,True,True,True
Q7L2H7,7.0,3.0,True,True,True
Q7L523,1.0,0.0,True,False,False
Q7L576,2.0,3.0,True,True,True
Q7L5D6,2.0,3.0,True,True,True
Q7L5N1,3.0,2.0,True,True,True
Q7L5N7,1.0,0.0,True,False,False
Q7L5Y9,1.0,1.0,True,True,True
Q7L8L6,1.0,2.0,True,True,True
Q7L9L4,1.0,0.0,True,False,False
Q7LBR1,4.0,0.0,True,False,False
Q7LG56,1.0,1.0,True,True,True
Q7RTV0,3.0,5.0,True,True,True
Q7Z2T5,1.0,1.0,True,True,True
Q7Z392,1.0,0.0,True,False,False
Q7Z478,1.0,0.0,True,False,False
Q7Z4G1,1.0,1.0,True,True,True
Q7Z4H8,2.0,0.0,True,False,False
Q7Z4W1,3.0,3.0,True,True,True
Q7Z5L9,2.0,6.0,True,True,True
Q7Z6K3,1.0,0.0,True,False,False
Q7Z6Z7,4.0,20.0,True,True,True
Q7Z7H5,1.0,0.0,True,False,False
Q7Z7K0,2.0,1.0,True,True,True
Q86SX6,2.0,1.0,True,True,True
Q86SZ2,1.0,0.0,True,False,False
Q86TB9,1.0,0.0,True,False,False
Q86TG7,1.0,1.0,True,True,True
Q86TI2,1.0,1.0,True,True,True
Q86TU7,1.0,0.0,True,False,False
Q86U42,1.0,2.0,True,True,True
Q86U44,1.0,1.0,True,True,True
Q86U90,1.0,1.0,True,True,True
Q86UE8,1.0,0.0,True,False,False
Q86UL3,1.0,0.0,True,False,False
Q86UP2,3.0,2.0,True,True,True
Q86UQ4,1.0,0.0,True,False,False
Q86UW6,2.0,0.0,True,False,False
Q86UX7,1.0,3.0,True,True,True
Q86UY8,1.0,1.0,True,True,True
Q86V21,2.0,1.0,True,True,True
Q86V48,1.0,3.0,True,True,True
Q86VI3,1.0,0.0,True,False,False
Q86VP6,2.0,9.0,True,True,True
Q86WA6,2.0,1.0,True,True,True
Q86WQ0,2.0,0.0,True,False,False
Q86WR0,1.0,1.0,True,True,True
Q86X27,1.0,0.0,True,False,False
Q86X55,2.0,0.0,True,False,False
Q86X76,1.0,2.0,True,True,True
Q86X83,2.0,0.0,True,False,False
Q86XI2,1.0,0.0,True,False,False
Q86XP0,1.0,0.0,True,False,False
Q86XP3,1.0,1.0,True,True,True
Q86YP4,1.0,2.0,True,True,True
Q86YS7,1.0,1.0,True,True,True
Q8IU81,1.0,3.0,True,True,True
Q8IUE6,2.0,0.0,True,False,False
Q8IUI8,1.0,3.0,True,True,True
Q8IUR0,1.0,2.0,True,True,True
Q8IV08,1.0,0.0,True,False,False
Q8IV33,1.0,0.0,True,False,False
Q8IV50,1.0,0.0,True,False,False
Q8IVB5,2.0,0.0,True,False,False
Q8IVD9,4.0,0.0,True,False,False
Q8IVH4,1.0,2.0,True,True,True
Q8IVM0,3.0,1.0,True,True,True
Q8IWE2,1.0,0.0,True,False,False
Q8IWG1,1.0,0.0,True,False,False
Q8IWJ2,1.0,0.0,True,False,False
Q8IWS0,1.0,2.0,True,True,True
Q8IWX8,2.0,1.0,True,True,True
Q8IWZ8,1.0,0.0,True,False,False
Q8IXJ6,1.0,0.0,True,False,False
Q8IXK0,2.0,2.0,True,True,True
Q8IXQ3,1.0,0.0,True,False,False
Q8IXS6,1.0,0.0,True,False,False
Q8IY18,1.0,3.0,True,True,True
Q8IYA6,1.0,3.0,True,True,True
Q8IYB1,1.0,0.0,True,False,False
Q8IYB3,1.0,0.0,True,False,False
Q8IYB8,2.0,1.0,True,True,True
Q8IYI6,2.0,0.0,True,False,False
Q8IYK8,1.0,0.0,True,False,False
Q8IYW2,1.0,0.0,True,False,False
Q8IZ83,1.0,0.0,True,False,False
Q8N0T1,1.0,0.0,True,False,False
Q8N0X7,4.0,1.0,True,True,True
Q8N163,4.0,4.0,True,True,True
Q8N1F7,1.0,5.0,True,True,True
Q8N1G2,1.0,1.0,True,True,True
Q8N2C7,1.0,0.0,True,False,False
Q8N392,2.0,1.0,True,True,True
Q8N4C8,1.0,1.0,True,True,True
Q8N4V1,1.0,0.0,True,False,False
Q8N4V2,1.0,0.0,True,False,False
Q8N4X5,1.0,3.0,True,True,True
Q8N556,2.0,5.0,True,True,True
Q8N5M4,1.0,0.0,True,False,False
Q8N668,3.0,0.0,True,False,False
Q8N684,2.0,0.0,True,False,False
Q8N6N3,1.0,0.0,True,False,False
Q8N752,1.0,0.0,True,False,False
Q8N8N7,1.0,0.0,True,False,False
Q8N999,1.0,2.0,True,True,True
Q8N9N8,1.0,1.0,True,True,True
Q8NB16,1.0,1.0,True,True,True
Q8NBF2,1.0,1.0,True,True,True
Q8NBJ5,5.0,3.0,True,True,True
Q8NBJ7,1.0,0.0,True,False,False
Q8NBL1,1.0,0.0,True,False,False
Q8NBP7,1.0,0.0,True,False,False
Q8NBS9,11.0,3.0,True,True,True
Q8NBT2,3.0,0.0,True,False,False
Q8NBU5,2.0,2.0,True,True,True
Q8NBZ7,1.0,0.0,True,False,False
Q8NC51,8.0,1.0,True,True,True
Q8NCA5,1.0,0.0,True,False,False
Q8NCF5,1.0,1.0,True,True,True
Q8NCN5,1.0,0.0,True,False,False
Q8NCW5,1.0,5.0,True,True,True
Q8ND24,2.0,1.0,True,True,True
Q8NDI1,1.0,1.0,True,True,True
Q8NE71,2.0,3.0,True,True,True
Q8NEB9,2.0,0.0,True,False,False
Q8NF37,2.0,0.0,True,False,False
Q8NFD5,1.0,0.0,True,False,False
Q8NFG4,1.0,0.0,True,False,False
Q8NFH5,1.0,1.0,True,True,True
Q8NFH8,1.0,1.0,True,True,True
Q8NFP7,1.0,0.0,True,False,False
Q8NFQ8,1.0,1.0,True,True,True
Q8NFR7,1.0,0.0,True,False,False
Q8NFV4,2.0,0.0,True,False,False
Q8NFX7,1.0,2.0,True,True,True
Q8NHV4,1.0,2.0,True,True,True
Q8TAE7,1.0,0.0,True,False,False
Q8TAF3,2.0,1.0,True,True,True
Q8TAQ9,1.0,0.0,True,False,False
Q8TAT6,1.0,0.0,True,False,False
Q8TB73,1.0,0.0,True,False,False
Q8TBC4,2.0,5.0,True,True,True
Q8TBF2,4.0,0.0,True,False,False
Q8TBQ9,1.0,0.0,True,False,False
Q8TC07,1.0,3.0,True,True,True
Q8TC12,1.0,2.0,True,True,True
Q8TC20,1.0,0.0,True,False,False
Q8TCA0,2.0,0.0,True,False,False
Q8TCD5,1.0,0.0,True,False,False
Q8TCF1,1.0,0.0,True,False,False
Q8TCG1,4.0,2.0,True,True,True
Q8TCJ2,1.0,0.0,True,False,False
Q8TCS8,2.0,1.0,True,True,True
Q8TCT9,2.0,0.0,True,False,False
Q8TD16,1.0,1.0,True,True,True
Q8TD19,1.0,5.0,True,True,True
Q8TDH9,1.0,1.0,True,True,True
Q8TDP1,1.0,1.0,True,True,True
Q8TDX7,3.0,5.0,True,True,True
Q8TEA8,1.0,0.0,True,False,False
Q8TF01,1.0,0.0,True,False,False
Q8TF05,1.0,1.0,True,True,True
Q8WTW3,1.0,3.0,True,True,True
Q8WU90,3.0,2.0,True,True,True
Q8WUF5,1.0,0.0,True,False,False
Q8WUH1,1.0,0.0,True,False,False
Q8WUM4,5.0,6.0,True,True,True
Q8WV24,5.0,3.0,True,True,True
Q8WVF1,1.0,0.0,True,False,False
Q8WVJ2,2.0,3.0,True,True,True
Q8WVM8,1.0,0.0,True,False,False
Q8WVY7,1.0,0.0,True,False,False
Q8WW12,5.0,0.0,True,False,False
Q8WWM7,1.0,2.0,True,True,True
Q8WWV3,1.0,1.0,True,True,True
Q8WWY3,2.0,1.0,True,True,True
Q8WX93,2.0,1.0,True,True,True
Q8WXF1,2.0,1.0,True,True,True
Q8WXG6,1.0,0.0,True,False,False
Q8WXH0,2.0,6.0,True,True,True
Q8WXI9,1.0,3.0,True,True,True
Q8WXX5,1.0,1.0,True,True,True
Q8WYA6,1.0,1.0,True,True,True
Q8WYP5,1.0,3.0,True,True,True
Q8WYQ3,1.0,0.0,True,False,False
Q8WZ64,1.0,0.0,True,False,False
Q92466,1.0,2.0,True,True,True
Q92499,8.0,3.0,True,True,True
Q92506,1.0,1.0,True,True,True
Q92520,2.0,1.0,True,True,True
Q92538,1.0,3.0,True,True,True
Q92552,1.0,1.0,True,True,True
Q92556,1.0,1.0,True,True,True
Q92572,3.0,0.0,True,False,False
Q92575,1.0,2.0,True,True,True
Q92576,1.0,6.0,True,True,True
Q92597,6.0,5.0,True,True,True
Q92598,6.0,7.0,True,True,True
Q92600,2.0,1.0,True,True,True
Q92610,1.0,2.0,True,True,True
Q92614,1.0,1.0,True,True,True
Q92616,8.0,14.0,True,True,True
Q92621,2.0,4.0,True,True,True
Q92665,1.0,1.0,True,True,True
Q92686,1.0,0.0,True,False,False
Q92688,4.0,3.0,True,True,True
Q92733,1.0,0.0,True,False,False
Q92747,3.0,2.0,True,True,True
Q92769,3.0,2.0,True,True,True
Q92783,6.0,0.0,True,False,False
Q92793,1.0,0.0,True,False,False
Q92797,1.0,3.0,True,True,True
Q92804,2.0,2.0,True,True,True
Q92820,2.0,0.0,True,False,False
Q92841,1.0,6.0,True,True,True
Q92845,1.0,0.0,True,False,False
Q92878,4.0,6.0,True,True,True
Q92879,4.0,3.0,True,True,True
Q92882,1.0,0.0,True,False,False
Q92888,1.0,4.0,True,True,True
Q92896,1.0,0.0,True,False,False
Q92900,2.0,2.0,True,True,True
Q92905,2.0,1.0,True,True,True
Q92922,2.0,4.0,True,True,True
Q92925,1.0,1.0,True,True,True
Q92930,1.0,0.0,True,False,False
Q92934,1.0,0.0,True,False,False
Q92945,19.0,4.0,True,True,True
Q92947,1.0,3.0,True,True,True
Q92973,1.0,11.0,True,True,True
Q92990,2.0,2.0,True,True,True
Q93008,4.0,4.0,True,True,True
Q93009,2.0,3.0,True,True,True
Q93034,1.0,1.0,True,True,True
Q93052,4.0,3.0,True,True,True
Q969E4,1.0,1.0,True,True,True
Q969G3,2.0,0.0,True,False,False
Q969G5,1.0,0.0,True,False,False
Q969G6,1.0,0.0,True,False,False
Q969H8,4.0,0.0,True,False,False
Q969T4,2.0,1.0,True,True,True
Q969T9,1.0,1.0,True,True,True
Q969U6,1.0,0.0,True,False,False
Q969U7,1.0,2.0,True,True,True
Q969X6,1.0,1.0,True,True,True
Q969Y2,1.0,1.0,True,True,True
Q969Z0,6.0,4.0,True,True,True
Q96A05,1.0,0.0,True,False,False
Q96A26,1.0,0.0,True,False,False
Q96A49,3.0,1.0,True,True,True
Q96A57,1.0,0.0,True,False,False
Q96A72,6.0,1.0,True,True,True
Q96AB3,2.0,3.0,True,True,True
Q96AC1,3.0,0.0,True,False,False
Q96AE4,11.0,2.0,True,True,True
Q96AG4,6.0,3.0,True,True,True
Q96AT1,1.0,0.0,True,False,False
Q96B97,9.0,1.0,True,True,True
Q96BD8,2.0,2.0,True,True,True
Q96BP2,1.0,0.0,True,False,False
Q96BP3,4.0,0.0,True,False,False
Q96BR5,2.0,1.0,True,True,True
Q96BW9,1.0,2.0,True,True,True
Q96BX8,4.0,1.0,True,True,True
Q96BZ8,1.0,0.0,True,False,False
Q96C01,7.0,3.0,True,True,True
Q96C19,9.0,2.0,True,True,True
Q96C23,2.0,0.0,True,False,False
Q96C36,7.0,4.0,True,True,True
Q96C86,1.0,2.0,True,True,True
Q96C90,3.0,1.0,True,True,True
Q96CM8,2.0,4.0,True,True,True
Q96CN7,1.0,0.0,True,False,False
Q96CS3,1.0,2.0,True,True,True
Q96CT7,3.0,0.0,True,False,False
Q96CV9,1.0,1.0,True,True,True
Q96CW1,3.0,0.0,True,False,False
Q96D46,1.0,1.0,True,True,True
Q96DA6,2.0,0.0,True,False,False
Q96DB5,3.0,1.0,True,True,True
Q96DE0,1.0,0.0,True,False,False
Q96DE5,1.0,1.0,True,True,True
Q96DG6,3.0,0.0,True,False,False
Q96DI7,1.0,3.0,True,True,True
Q96E11,1.0,1.0,True,True,True
Q96EE3,1.0,1.0,True,True,True
Q96EK5,6.0,0.0,True,False,False
Q96EK6,6.0,3.0,True,True,True
Q96EL2,1.0,0.0,True,False,False
Q96EL3,1.0,0.0,True,False,False
Q96EP5,1.0,3.0,True,True,True
Q96EV2,1.0,2.0,True,True,True
Q96EY4,1.0,1.0,True,True,True
Q96EY5,2.0,3.0,True,True,True
Q96F86,1.0,5.0,True,True,True
Q96FJ2,3.0,1.0,True,True,True
Q96FQ6,3.0,0.0,True,False,False
Q96FW1,4.0,3.0,True,True,True
Q96G03,2.0,2.0,True,True,True
Q96GA7,1.0,0.0,True,False,False
Q96GG9,1.0,2.0,True,True,True
Q96H79,5.0,2.0,True,True,True
Q96HC4,8.0,1.0,True,True,True
Q96HE7,16.0,8.0,True,True,True
Q96HJ9,2.0,1.0,True,True,True
Q96HN2,1.0,1.0,True,True,True
Q96HP0,1.0,0.0,True,False,False
Q96HR3,1.0,1.0,True,True,True
Q96I24,1.0,4.0,True,True,True
Q96I25,1.0,2.0,True,True,True
Q96I99,4.0,3.0,True,True,True
Q96IJ6,2.0,1.0,True,True,True
Q96IK1,3.0,0.0,True,False,False
Q96IQ7,1.0,0.0,True,False,False
Q96IU4,1.0,0.0,True,False,False
Q96IX5,1.0,0.0,True,False,False
Q96IY1,1.0,2.0,True,True,True
Q96IZ0,2.0,1.0,True,True,True
Q96IZ6,2.0,1.0,True,True,True
Q96JB2,1.0,2.0,True,True,True
Q96JH7,2.0,3.0,True,True,True
Q96JJ7,1.0,0.0,True,False,False
Q96JY6,1.0,0.0,True,False,False
Q96K17,5.0,0.0,True,False,False
Q96KA5,1.0,0.0,True,False,False
Q96KB5,1.0,6.0,True,True,True
Q96KG9,2.0,4.0,True,True,True
Q96KP1,1.0,2.0,True,True,True
Q96KP4,7.0,1.0,True,True,True
Q96KQ7,1.0,1.0,True,True,True
Q96L92,1.0,1.0,True,True,True
Q96M27,4.0,0.0,True,False,False
Q96MF7,1.0,1.0,True,True,True
Q96MX6,1.0,1.0,True,True,True
Q96N66,1.0,0.0,True,False,False
Q96N67,1.0,4.0,True,True,True
Q96NB2,1.0,0.0,True,False,False
Q96NC0,2.0,3.0,True,True,True
Q96NY7,4.0,1.0,True,True,True
Q96P66,1.0,0.0,True,False,False
Q96PK6,2.0,3.0,True,True,True
Q96PU5,1.0,0.0,True,False,False
Q96PU8,1.0,1.0,True,True,True
Q96QC0,1.0,1.0,True,True,True
Q96QK1,8.0,2.0,True,True,True
Q96RL1,1.0,3.0,True,True,True
Q96RL7,1.0,0.0,True,False,False
Q96RN5,4.0,3.0,True,True,True
Q96RP9,1.0,1.0,True,True,True
Q96RS6,1.0,6.0,True,True,True
Q96RU2,1.0,2.0,True,True,True
Q96RU3,2.0,5.0,True,True,True
Q96S44,1.0,0.0,True,False,False
Q96S55,1.0,2.0,True,True,True
Q96SB4,1.0,3.0,True,True,True
Q96ST2,2.0,1.0,True,True,True
Q96ST3,3.0,0.0,True,False,False
Q96SU4,1.0,0.0,True,False,False
Q96SZ5,1.0,3.0,True,True,True
Q96T23,1.0,1.0,True,True,True
Q96T76,1.0,6.0,True,True,True
Q96TC7,1.0,0.0,True,False,False
Q99259,1.0,0.0,True,False,False
Q99417,4.0,0.0,True,False,False
Q99426,4.0,3.0,True,True,True
Q99436,3.0,3.0,True,True,True
Q99439,11.0,6.0,True,True,True
Q99447,2.0,1.0,True,True,True
Q99460,5.0,3.0,True,True,True
Q99470,3.0,0.0,True,False,False
Q99471,6.0,1.0,True,True,True
Q99496,1.0,2.0,True,True,True
Q99497,9.0,3.0,True,True,True
Q99536,2.0,3.0,True,True,True
Q99538,5.0,2.0,True,True,True
Q99567,1.0,3.0,True,True,True
Q99584,6.0,0.0,True,False,False
Q99598,2.0,1.0,True,True,True
Q99615,7.0,6.0,True,True,True
Q99622,2.0,2.0,True,True,True
Q99623,1.0,0.0,True,False,False
Q99627,1.0,1.0,True,True,True
Q99638,2.0,1.0,True,True,True
Q99661,2.0,8.0,True,True,True
Q99714,5.0,3.0,True,True,True
Q99717,4.0,0.0,True,False,False
Q99729,6.0,0.0,True,False,False
Q99733,3.0,0.0,True,False,False
Q99747,1.0,0.0,True,False,False
Q99757,2.0,2.0,True,True,True
Q99798,4.0,3.0,True,True,True
Q99816,2.0,0.0,True,False,False
Q99829,8.0,2.0,True,True,True
Q99832,17.0,8.0,True,True,True
Q99871,1.0,0.0,True,False,False
Q99880,7.0,0.0,True,False,False
Q99961,4.0,3.0,True,True,True
Q9BPW8,4.0,2.0,True,True,True
Q9BPX3,2.0,4.0,True,True,True
Q9BPX5,3.0,0.0,True,False,False
Q9BQ13,1.0,0.0,True,False,False
Q9BQ15,1.0,1.0,True,True,True
Q9BQ24,1.0,0.0,True,False,False
Q9BQ52,1.0,3.0,True,True,True
Q9BQ61,5.0,1.0,True,True,True
Q9BQ95,1.0,0.0,True,False,False
Q9BQA9,1.0,0.0,True,False,False
Q9BQG0,2.0,6.0,True,True,True
Q9BQI0,1.0,0.0,True,False,False
Q9BQS8,1.0,2.0,True,True,True
Q9BR76,2.0,2.0,True,True,True
Q9BRA2,6.0,2.0,True,True,True
Q9BRF8,2.0,2.0,True,True,True
Q9BRG1,2.0,0.0,True,False,False
Q9BRJ2,2.0,0.0,True,False,False
Q9BRK5,3.0,0.0,True,False,False
Q9BRQ3,1.0,0.0,True,False,False
Q9BRT2,3.0,1.0,True,True,True
Q9BRT6,1.0,0.0,True,False,False
Q9BS26,1.0,2.0,True,True,True
Q9BS40,2.0,0.0,True,False,False
Q9BSD7,2.0,3.0,True,True,True
Q9BSH4,2.0,1.0,True,True,True
Q9BSH5,2.0,2.0,True,True,True
Q9BSJ2,2.0,1.0,True,True,True
Q9BSJ8,2.0,3.0,True,True,True
Q9BSV6,1.0,0.0,True,False,False
Q9BT09,5.0,1.0,True,True,True
Q9BT23,1.0,0.0,True,False,False
Q9BT73,1.0,0.0,True,False,False
Q9BT78,2.0,2.0,True,True,True
Q9BTE1,1.0,1.0,True,True,True
Q9BTE3,2.0,5.0,True,True,True
Q9BTE6,2.0,2.0,True,True,True
Q9BTE7,1.0,0.0,True,False,False
Q9BTM9,1.0,0.0,True,False,False
Q9BTT4,1.0,0.0,True,False,False
Q9BTZ2,2.0,1.0,True,True,True
Q9BU19,1.0,0.0,True,False,False
Q9BUB7,1.0,0.0,True,False,False
Q9BUE0,2.0,0.0,True,False,False
Q9BUE6,1.0,0.0,True,False,False
Q9BUF5,8.0,5.0,True,True,True
Q9BUK6,1.0,5.0,True,True,True
Q9BUL8,6.0,0.0,True,False,False
Q9BV40,1.0,0.0,True,False,False
Q9BV57,3.0,1.0,True,True,True
Q9BV79,2.0,3.0,True,True,True
Q9BVA1,2.0,8.0,True,True,True
Q9BVC3,1.0,0.0,True,False,False
Q9BVG4,2.0,0.0,True,False,False
Q9BVK6,1.0,0.0,True,False,False
Q9BVL2,1.0,1.0,True,True,True
Q9BVP2,1.0,3.0,True,True,True
Q9BW61,2.0,1.0,True,True,True
Q9BW85,1.0,1.0,True,True,True
Q9BW91,2.0,0.0,True,False,False
Q9BWD1,5.0,5.0,True,True,True
Q9BWJ5,3.0,2.0,True,True,True
Q9BWT6,1.0,3.0,True,True,True
Q9BWU0,1.0,4.0,True,True,True
Q9BX40,2.0,1.0,True,True,True
Q9BX68,1.0,1.0,True,True,True
Q9BXB4,1.0,3.0,True,True,True
Q9BXJ9,9.0,5.0,True,True,True
Q9BXP5,2.0,5.0,True,True,True
Q9BXR0,1.0,0.0,True,False,False
Q9BXS5,2.0,1.0,True,True,True
Q9BXS6,3.0,1.0,True,True,True
Q9BXW7,3.0,2.0,True,True,True
Q9BY32,3.0,3.0,True,True,True
Q9BY42,5.0,2.0,True,True,True
Q9BY49,1.0,1.0,True,True,True
Q9BY77,7.0,2.0,True,True,True
Q9BYC9,1.0,0.0,True,False,False
Q9BYD6,1.0,0.0,True,False,False
Q9BYG5,1.0,1.0,True,True,True
Q9BYT8,1.0,0.0,True,False,False
Q9BYX2,1.0,3.0,True,True,True
Q9BZD4,1.0,1.0,True,True,True
Q9BZE4,1.0,0.0,True,False,False
Q9BZF1,1.0,1.0,True,True,True
Q9BZG1,2.0,2.0,True,True,True
Q9BZJ0,1.0,0.0,True,False,False
Q9BZK7,1.0,3.0,True,True,True
Q9BZL1,2.0,0.0,True,False,False
Q9BZL4,1.0,0.0,True,False,False
Q9BZQ6,1.0,1.0,True,True,True
Q9BZQ8,1.0,1.0,True,True,True
Q9BZX2,1.0,1.0,True,True,True
Q9BZZ5,6.0,1.0,True,True,True
Q9C002,1.0,0.0,True,False,False
Q9C005,1.0,0.0,True,False,False
Q9C0A6,1.0,0.0,True,False,False
Q9C0B1,3.0,3.0,True,True,True
Q9C0B7,2.0,0.0,True,False,False
Q9GZL7,1.0,0.0,True,False,False
Q9GZN8,3.0,1.0,True,True,True
Q9GZP4,1.0,1.0,True,True,True
Q9GZP8,3.0,0.0,True,False,False
Q9GZQ8,3.0,0.0,True,False,False
Q9GZS1,1.0,2.0,True,True,True
Q9GZT3,4.0,1.0,True,True,True
Q9GZT8,2.0,0.0,True,False,False
Q9GZT9,1.0,1.0,True,True,True
Q9GZU8,2.0,1.0,True,True,True
Q9GZV4,5.0,1.0,True,True,True
Q9GZZ1,1.0,1.0,True,True,True
Q9GZZ9,1.0,2.0,True,True,True
Q9H074,1.0,0.0,True,False,False
Q9H081,1.0,1.0,True,True,True
Q9H098,2.0,0.0,True,False,False
Q9H0A0,2.0,3.0,True,True,True
Q9H0A8,4.0,0.0,True,False,False
Q9H0B6,6.0,0.0,True,False,False
Q9H0C8,1.0,4.0,True,True,True
