UKBID,everCpDK_count,everCpDC_count,detectedK_UKBID,detectedC_UKBID,detectedCK_UKBID
P36873,1.0,1.0,True,True,True
P36954,1.0,1.0,True,True,True
P36957,1.0,0.0,True,False,False
P36959,1.0,1.0,True,True,True
P36969,5.0,2.0,True,True,True
P37108,4.0,0.0,True,False,False
P37198,3.0,1.0,True,True,True
P37235,4.0,1.0,True,True,True
P37802,8.0,3.0,True,True,True
P37837,11.0,1.0,True,True,True
P38117,3.0,4.0,True,True,True
P38159,2.0,0.0,True,False,False
P38571,1.0,0.0,True,False,False
P38606,2.0,4.0,True,True,True
P38646,12.0,4.0,True,True,True
P38919,2.0,2.0,True,True,True
P39019,6.0,0.0,True,False,False
P39023,13.0,3.0,True,True,True
P39687,3.0,2.0,True,True,True
P39748,8.0,2.0,True,True,True
P40121,8.0,3.0,True,True,True
P40123,1.0,1.0,True,True,True
P40222,5.0,1.0,True,True,True
P40227,13.0,4.0,True,True,True
P40261,4.0,2.0,True,True,True
P40306,1.0,2.0,True,True,True
P40429,4.0,1.0,True,True,True
P40616,5.0,1.0,True,True,True
P40818,2.0,0.0,True,False,False
P40925,8.0,3.0,True,True,True
P40926,16.0,6.0,True,True,True
P40937,2.0,3.0,True,True,True
P40939,6.0,5.0,True,True,True
P41091,4.0,4.0,True,True,True
P41223,5.0,1.0,True,True,True
P41227,4.0,1.0,True,True,True
P41236,2.0,1.0,True,True,True
P41250,13.0,6.0,True,True,True
P41252,1.0,7.0,True,True,True
P41567,4.0,2.0,True,True,True
P41743,1.0,1.0,True,True,True
P42126,1.0,2.0,True,True,True
P42166,3.0,7.0,True,True,True
P42167,3.0,1.0,True,True,True
P42224,1.0,3.0,True,True,True
P42226,1.0,0.0,True,False,False
P42330,4.0,2.0,True,True,True
P42345,1.0,0.0,True,False,False
P42574,1.0,1.0,True,True,True
P42575,1.0,2.0,True,True,True
P42677,1.0,1.0,True,True,True
P42704,11.0,11.0,True,True,True
P42765,7.0,5.0,True,True,True
P42766,6.0,0.0,True,False,False
P42773,1.0,0.0,True,False,False
P42785,2.0,0.0,True,False,False
P43034,6.0,2.0,True,True,True
P43155,1.0,1.0,True,True,True
P43243,5.0,4.0,True,True,True
P43246,4.0,5.0,True,True,True
P43403,1.0,5.0,True,True,True
P43487,10.0,3.0,True,True,True
P43490,18.0,4.0,True,True,True
P43686,6.0,2.0,True,True,True
P43897,2.0,2.0,True,True,True
P45877,2.0,0.0,True,False,False
P45880,1.0,6.0,True,True,True
P45954,2.0,5.0,True,True,True
P45974,1.0,5.0,True,True,True
P45985,3.0,3.0,True,True,True
P46060,3.0,4.0,True,True,True
P46063,2.0,2.0,True,True,True
P46108,2.0,0.0,True,False,False
P46109,3.0,2.0,True,True,True
P46379,1.0,1.0,True,True,True
P46439,1.0,0.0,True,False,False
P46734,5.0,4.0,True,True,True
P46736,1.0,1.0,True,True,True
P46776,8.0,2.0,True,True,True
P46777,4.0,3.0,True,True,True
P46778,7.0,0.0,True,False,False
P46779,4.0,1.0,True,True,True
P46781,8.0,0.0,True,False,False
P46782,8.0,3.0,True,True,True
P46783,8.0,0.0,True,False,False
P46926,4.0,0.0,True,False,False
P46934,1.0,0.0,True,False,False
P46937,7.0,1.0,True,True,True
P46940,16.0,3.0,True,True,True
P46977,1.0,0.0,True,False,False
P47755,6.0,2.0,True,True,True
P47756,9.0,4.0,True,True,True
P47897,7.0,3.0,True,True,True
P47914,5.0,0.0,True,False,False
P48047,1.0,1.0,True,True,True
P48059,5.0,3.0,True,True,True
P48147,1.0,3.0,True,True,True
P48426,3.0,0.0,True,False,False
P48444,11.0,3.0,True,True,True
P48507,4.0,3.0,True,True,True
P48556,6.0,3.0,True,True,True
P48637,7.0,0.0,True,False,False
P48643,15.0,7.0,True,True,True
P48735,3.0,6.0,True,True,True
P48739,8.0,3.0,True,True,True
P49005,1.0,4.0,True,True,True
P49023,3.0,3.0,True,True,True
P49207,6.0,3.0,True,True,True
P49247,1.0,0.0,True,False,False
P49321,6.0,5.0,True,True,True
P49327,11.0,25.0,True,True,True
P49366,2.0,1.0,True,True,True
P49368,14.0,7.0,True,True,True
P49458,6.0,2.0,True,True,True
P49585,2.0,0.0,True,False,False
P49588,1.0,5.0,True,True,True
P49589,6.0,3.0,True,True,True
P49591,10.0,3.0,True,True,True
P49642,2.0,0.0,True,False,False
P49720,2.0,1.0,True,True,True
P49721,3.0,3.0,True,True,True
P49736,5.0,3.0,True,True,True
P49748,9.0,4.0,True,True,True
P49753,2.0,1.0,True,True,True
P49756,3.0,2.0,True,True,True
P49770,2.0,2.0,True,True,True
P49773,5.0,2.0,True,True,True
P49790,1.0,7.0,True,True,True
P49792,4.0,12.0,True,True,True
P49802,1.0,0.0,True,False,False
P49840,3.0,1.0,True,True,True
P49902,1.0,1.0,True,True,True
P49903,4.0,4.0,True,True,True
P49915,8.0,8.0,True,True,True
P49959,2.0,1.0,True,True,True
P50135,1.0,2.0,True,True,True
P50213,6.0,4.0,True,True,True
P50395,13.0,5.0,True,True,True
P50402,1.0,0.0,True,False,False
P50453,4.0,3.0,True,True,True
P50454,18.0,1.0,True,True,True
P50479,2.0,1.0,True,True,True
P50502,11.0,1.0,True,True,True
P50552,5.0,2.0,True,True,True
P50570,1.0,1.0,True,True,True
P50579,1.0,1.0,True,True,True
P50583,2.0,0.0,True,False,False
P50750,1.0,0.0,True,False,False
P50897,3.0,0.0,True,False,False
P50914,4.0,2.0,True,True,True
P50990,20.0,6.0,True,True,True
P50991,12.0,7.0,True,True,True
P50995,2.0,3.0,True,True,True
P51003,2.0,2.0,True,True,True
P51148,3.0,1.0,True,True,True
P51149,1.0,3.0,True,True,True
P51153,1.0,0.0,True,False,False
P51397,4.0,0.0,True,False,False
P51398,1.0,2.0,True,True,True
P51452,1.0,1.0,True,True,True
P51531,1.0,1.0,True,True,True
P51532,2.0,4.0,True,True,True
P51553,5.0,4.0,True,True,True
P51572,2.0,0.0,True,False,False
P51580,2.0,1.0,True,True,True
P51610,7.0,14.0,True,True,True
P51617,1.0,1.0,True,True,True
P51665,9.0,1.0,True,True,True
P51668,1.0,1.0,True,True,True
P51784,2.0,0.0,True,False,False
P51809,3.0,1.0,True,True,True
P51812,4.0,4.0,True,True,True
P51813,1.0,0.0,True,False,False
P51858,7.0,2.0,True,True,True
P51878,1.0,1.0,True,True,True
P51946,2.0,1.0,True,True,True
P51948,3.0,0.0,True,False,False
P51965,3.0,0.0,True,False,False
P51970,1.0,1.0,True,True,True
P51991,4.0,4.0,True,True,True
P52209,10.0,4.0,True,True,True
P52272,17.0,4.0,True,True,True
P52292,5.0,3.0,True,True,True
P52298,3.0,1.0,True,True,True
P52306,3.0,2.0,True,True,True
P52434,1.0,0.0,True,False,False
P52564,1.0,1.0,True,True,True
P52565,10.0,1.0,True,True,True
P52566,13.0,1.0,True,True,True
P52594,5.0,1.0,True,True,True
P52597,5.0,4.0,True,True,True
P52630,1.0,2.0,True,True,True
P52655,1.0,0.0,True,False,False
P52657,1.0,1.0,True,True,True
P52701,4.0,10.0,True,True,True
P52758,1.0,0.0,True,False,False
P52788,3.0,2.0,True,True,True
P52789,5.0,10.0,True,True,True
P52815,5.0,0.0,True,False,False
P52824,1.0,0.0,True,False,False
P52888,2.0,2.0,True,True,True
P52907,6.0,1.0,True,True,True
P52948,2.0,5.0,True,True,True
P53004,2.0,1.0,True,True,True
P53007,3.0,0.0,True,False,False
P53041,6.0,2.0,True,True,True
P53350,1.0,1.0,True,True,True
P53365,1.0,0.0,True,False,False
P53367,4.0,0.0,True,False,False
P53384,3.0,4.0,True,True,True
P53396,19.0,5.0,True,True,True
P53597,3.0,4.0,True,True,True
P53602,1.0,3.0,True,True,True
P53609,1.0,0.0,True,False,False
P53618,5.0,7.0,True,True,True
P53621,3.0,4.0,True,True,True
P53634,3.0,4.0,True,True,True
P53677,1.0,0.0,True,False,False
P53680,2.0,0.0,True,False,False
P53814,1.0,0.0,True,False,False
P53992,1.0,2.0,True,True,True
P53999,5.0,0.0,True,False,False
P54577,8.0,4.0,True,True,True
P54578,5.0,4.0,True,True,True
P54619,2.0,0.0,True,False,False
P54687,2.0,6.0,True,True,True
P54709,1.0,0.0,True,False,False
P54725,2.0,0.0,True,False,False
P54727,3.0,0.0,True,False,False
P54819,5.0,2.0,True,True,True
P54886,11.0,6.0,True,True,True
P55010,2.0,1.0,True,True,True
P55036,3.0,2.0,True,True,True
P55039,1.0,3.0,True,True,True
P55060,13.0,7.0,True,True,True
P55072,9.0,6.0,True,True,True
P55084,1.0,2.0,True,True,True
P55209,8.0,3.0,True,True,True
P55212,1.0,2.0,True,True,True
P55263,7.0,2.0,True,True,True
P55265,2.0,9.0,True,True,True
P55327,3.0,0.0,True,False,False
P55735,1.0,5.0,True,True,True
P55769,5.0,3.0,True,True,True
P55786,4.0,4.0,True,True,True
P55795,1.0,2.0,True,True,True
P55809,1.0,3.0,True,True,True
P55854,3.0,0.0,True,False,False
P55884,1.0,3.0,True,True,True
P55957,2.0,1.0,True,True,True
P56192,4.0,8.0,True,True,True
P56211,5.0,0.0,True,False,False
P56377,1.0,1.0,True,True,True
P56945,1.0,0.0,True,False,False
P57076,3.0,0.0,True,False,False
P57088,2.0,1.0,True,True,True
P58546,7.0,2.0,True,True,True
P59998,5.0,1.0,True,True,True
P60228,7.0,3.0,True,True,True
P60510,1.0,0.0,True,False,False
P60520,2.0,0.0,True,False,False
P60604,1.0,1.0,True,True,True
P60660,5.0,2.0,True,True,True
P60709,12.0,4.0,True,True,True
P60842,13.0,2.0,True,True,True
P60866,5.0,2.0,True,True,True
P60891,3.0,5.0,True,True,True
P60896,1.0,0.0,True,False,False
P60900,9.0,6.0,True,True,True
P60903,5.0,1.0,True,True,True
P60953,6.0,4.0,True,True,True
P60981,6.0,6.0,True,True,True
P60983,6.0,2.0,True,True,True
P61009,1.0,0.0,True,False,False
P61011,10.0,1.0,True,True,True
P61019,2.0,0.0,True,False,False
P61024,3.0,0.0,True,False,False
P61026,5.0,0.0,True,False,False
P61077,4.0,3.0,True,True,True
P61081,8.0,2.0,True,True,True
P61086,3.0,1.0,True,True,True
P61088,7.0,1.0,True,True,True
P61106,3.0,2.0,True,True,True
P61158,10.0,6.0,True,True,True
P61160,12.0,3.0,True,True,True
P61163,5.0,2.0,True,True,True
P61201,4.0,0.0,True,False,False
P61221,8.0,3.0,True,True,True
P61247,13.0,4.0,True,True,True
P61254,8.0,0.0,True,False,False
P61289,10.0,1.0,True,True,True
P61313,3.0,1.0,True,True,True
P61353,3.0,0.0,True,False,False
P61513,6.0,2.0,True,True,True
P61586,6.0,2.0,True,True,True
P61599,1.0,0.0,True,False,False
P61604,8.0,0.0,True,False,False
P61619,1.0,1.0,True,True,True
P61764,2.0,1.0,True,True,True
P61769,1.0,0.0,True,False,False
P61803,1.0,0.0,True,False,False
P61916,2.0,0.0,True,False,False
P61923,3.0,0.0,True,False,False
P61927,4.0,2.0,True,True,True
P61960,3.0,0.0,True,False,False
P61964,2.0,1.0,True,True,True
P61966,1.0,1.0,True,True,True
P61970,2.0,3.0,True,True,True
P61978,13.0,5.0,True,True,True
P61981,10.0,3.0,True,True,True
P62081,8.0,0.0,True,False,False
P62136,5.0,6.0,True,True,True
P62140,1.0,8.0,True,True,True
P62191,9.0,2.0,True,True,True
P62195,11.0,3.0,True,True,True
P62241,6.0,5.0,True,True,True
P62244,5.0,1.0,True,True,True
P62249,10.0,1.0,True,True,True
P62256,2.0,0.0,True,False,False
P62258,11.0,2.0,True,True,True
P62263,3.0,2.0,True,True,True
P62266,8.0,1.0,True,True,True
P62269,8.0,0.0,True,False,False
P62273,1.0,1.0,True,True,True
P62277,8.0,0.0,True,False,False
P62280,9.0,3.0,True,True,True
P62304,3.0,1.0,True,True,True
P62308,2.0,0.0,True,False,False
P62312,2.0,1.0,True,True,True
P62314,2.0,0.0,True,False,False
P62316,3.0,2.0,True,True,True
P62318,4.0,2.0,True,True,True
P62330,5.0,2.0,True,True,True
P62424,8.0,1.0,True,True,True
P62487,1.0,3.0,True,True,True
P62495,1.0,2.0,True,True,True
P62633,2.0,10.0,True,True,True
P62701,12.0,2.0,True,True,True
P62736,1.0,0.0,True,False,False
P62745,2.0,0.0,True,False,False
P62750,8.0,0.0,True,False,False
P62753,6.0,2.0,True,True,True
P62805,6.0,0.0,True,False,False
P62820,7.0,0.0,True,False,False
P62829,7.0,2.0,True,True,True
P62837,4.0,3.0,True,True,True
P62841,5.0,0.0,True,False,False
P62847,7.0,0.0,True,False,False
P62851,8.0,1.0,True,True,True
P62857,3.0,1.0,True,True,True
P62873,1.0,4.0,True,True,True
P62875,2.0,0.0,True,False,False
P62877,2.0,0.0,True,False,False
P62879,3.0,5.0,True,True,True
P62888,4.0,3.0,True,True,True
P62899,4.0,0.0,True,False,False
P62906,5.0,3.0,True,True,True
P62910,3.0,2.0,True,True,True
P62913,8.0,4.0,True,True,True
P62917,8.0,4.0,True,True,True
P62937,9.0,4.0,True,True,True
P62942,4.0,1.0,True,True,True
P62979,7.0,3.0,True,True,True
P62987,1.0,1.0,True,True,True
P62993,1.0,1.0,True,True,True
P63000,6.0,4.0,True,True,True
P63010,6.0,4.0,True,True,True
P63104,13.0,3.0,True,True,True
P63146,1.0,1.0,True,True,True
P63151,2.0,2.0,True,True,True
P63165,4.0,1.0,True,True,True
P63167,3.0,2.0,True,True,True
P63172,1.0,1.0,True,True,True
P63173,6.0,0.0,True,False,False
P63208,5.0,2.0,True,True,True
P63218,1.0,1.0,True,True,True
P63220,6.0,2.0,True,True,True
P63244,11.0,8.0,True,True,True
P63279,6.0,4.0,True,True,True
P67775,1.0,6.0,True,True,True
P67809,4.0,0.0,True,False,False
P67870,3.0,1.0,True,True,True
P67936,11.0,2.0,True,True,True
P68036,7.0,1.0,True,True,True
P68104,25.0,5.0,True,True,True
P68133,1.0,0.0,True,False,False
P68366,13.0,7.0,True,True,True
P68400,3.0,0.0,True,False,False
P68402,6.0,3.0,True,True,True
P68431,8.0,2.0,True,True,True
P69905,1.0,0.0,True,False,False
P78318,1.0,0.0,True,False,False
P78330,2.0,1.0,True,True,True
P78344,6.0,1.0,True,True,True
P78346,1.0,4.0,True,True,True
P78347,11.0,5.0,True,True,True
P78371,14.0,5.0,True,True,True
P78386,1.0,0.0,True,False,False
P78406,1.0,2.0,True,True,True
P78417,10.0,4.0,True,True,True
P78527,1.0,30.0,True,True,True
P80188,3.0,0.0,True,False,False
P80217,2.0,0.0,True,False,False
P80297,1.0,4.0,True,True,True
P80303,2.0,0.0,True,False,False
P82650,1.0,1.0,True,True,True
P82664,1.0,0.0,True,False,False
P82909,2.0,0.0,True,False,False
P82912,2.0,2.0,True,True,True
P82930,1.0,0.0,True,False,False
P83731,9.0,2.0,True,True,True
P83916,1.0,2.0,True,True,True
P84022,2.0,0.0,True,False,False
P84077,5.0,1.0,True,True,True
P84085,2.0,2.0,True,True,True
P84090,2.0,3.0,True,True,True
P84095,4.0,2.0,True,True,True
P84098,6.0,0.0,True,False,False
P84101,1.0,0.0,True,False,False
P84103,1.0,2.0,True,True,True
P84243,6.0,1.0,True,True,True
P98179,1.0,0.0,True,False,False
P99999,1.0,0.0,True,False,False
Q00013,1.0,3.0,True,True,True
Q00169,6.0,0.0,True,False,False
Q00325,6.0,2.0,True,True,True
Q00341,5.0,2.0,True,True,True
Q00534,1.0,4.0,True,True,True
Q00535,1.0,2.0,True,True,True
Q00610,13.0,12.0,True,True,True
Q00653,1.0,2.0,True,True,True
Q00688,7.0,1.0,True,True,True
Q00765,3.0,2.0,True,True,True
Q00796,2.0,6.0,True,True,True
Q00839,15.0,11.0,True,True,True
Q01082,13.0,9.0,True,True,True
Q01085,6.0,2.0,True,True,True
Q01105,8.0,0.0,True,False,False
Q01130,1.0,0.0,True,False,False
Q01433,1.0,3.0,True,True,True
Q01469,5.0,6.0,True,True,True
Q01518,19.0,2.0,True,True,True
Q01658,3.0,4.0,True,True,True
Q01813,19.0,10.0,True,True,True
Q01844,1.0,2.0,True,True,True
Q02252,3.0,2.0,True,True,True
Q02543,5.0,4.0,True,True,True
Q02750,2.0,4.0,True,True,True
Q02790,13.0,3.0,True,True,True
Q02809,3.0,1.0,True,True,True
Q02818,4.0,0.0,True,False,False
Q02878,2.0,1.0,True,True,True
Q03001,4.0,5.0,True,True,True
Q03060,1.0,0.0,True,False,False
Q03113,1.0,0.0,True,False,False
Q03135,2.0,0.0,True,False,False
Q03169,1.0,1.0,True,True,True
Q03393,1.0,0.0,True,False,False
Q04323,2.0,0.0,True,False,False
Q04446,1.0,1.0,True,True,True
Q04637,5.0,6.0,True,True,True
Q04724,1.0,2.0,True,True,True
Q04760,6.0,2.0,True,True,True
Q04837,6.0,0.0,True,False,False
Q04917,3.0,2.0,True,True,True
Q05519,1.0,1.0,True,True,True
Q05639,2.0,3.0,True,True,True
Q05682,5.0,0.0,True,False,False
Q05932,1.0,1.0,True,True,True
Q06124,2.0,3.0,True,True,True
Q06203,1.0,3.0,True,True,True
Q06210,2.0,4.0,True,True,True
Q06323,11.0,3.0,True,True,True
Q06330,1.0,3.0,True,True,True
Q06481,2.0,1.0,True,True,True
Q06546,1.0,3.0,True,True,True
Q06547,1.0,0.0,True,False,False
Q06587,1.0,2.0,True,True,True
Q06830,11.0,3.0,True,True,True
Q06945,1.0,0.0,True,False,False
Q07020,2.0,1.0,True,True,True
Q07021,2.0,1.0,True,True,True
Q07617,2.0,0.0,True,False,False
Q07666,7.0,1.0,True,True,True
Q07812,3.0,0.0,True,False,False
Q07866,2.0,1.0,True,True,True
Q07955,1.0,2.0,True,True,True
Q07960,4.0,1.0,True,True,True
Q08117,1.0,2.0,True,True,True
Q08209,4.0,0.0,True,False,False
Q08211,5.0,5.0,True,True,True
Q08257,1.0,3.0,True,True,True
Q08378,3.0,4.0,True,True,True
Q08380,1.0,1.0,True,True,True
Q08623,3.0,0.0,True,False,False
Q08752,8.0,1.0,True,True,True
Q08AF3,1.0,0.0,True,False,False
Q08AM6,1.0,0.0,True,False,False
Q08J23,1.0,8.0,True,True,True
Q09028,1.0,4.0,True,True,True
Q09161,3.0,4.0,True,True,True
Q09472,1.0,3.0,True,True,True
Q09666,105.0,7.0,True,True,True
Q0VDF9,1.0,2.0,True,True,True
Q0VFZ6,1.0,0.0,True,False,False
Q10471,1.0,0.0,True,False,False
Q10567,1.0,1.0,True,True,True
Q12788,1.0,2.0,True,True,True
Q12792,3.0,0.0,True,False,False
Q12849,1.0,1.0,True,True,True
Q12851,1.0,0.0,True,False,False
Q12874,5.0,4.0,True,True,True
Q12904,3.0,2.0,True,True,True
Q12905,5.0,3.0,True,True,True
Q12906,5.0,4.0,True,True,True
Q12931,7.0,2.0,True,True,True
Q12933,1.0,1.0,True,True,True
Q12972,1.0,0.0,True,False,False
Q12974,1.0,1.0,True,True,True
Q12996,2.0,3.0,True,True,True
Q13011,3.0,1.0,True,True,True
Q13033,1.0,0.0,True,False,False
Q13043,1.0,0.0,True,False,False
Q13045,2.0,2.0,True,True,True
Q13057,4.0,1.0,True,True,True
Q13077,2.0,0.0,True,False,False
Q13085,6.0,3.0,True,True,True
Q13098,3.0,1.0,True,True,True
Q13112,1.0,2.0,True,True,True
Q13126,1.0,2.0,True,True,True
Q13131,2.0,3.0,True,True,True
Q13148,4.0,4.0,True,True,True
Q13151,3.0,2.0,True,True,True
Q13155,2.0,6.0,True,True,True
Q13158,1.0,3.0,True,True,True
Q13162,7.0,2.0,True,True,True
Q13177,11.0,2.0,True,True,True
Q13185,5.0,3.0,True,True,True
Q13190,2.0,0.0,True,False,False
Q13200,4.0,5.0,True,True,True
Q13217,5.0,0.0,True,False,False
Q13227,2.0,0.0,True,False,False
Q13263,15.0,12.0,True,True,True
Q13283,4.0,1.0,True,True,True
Q13303,1.0,3.0,True,True,True
Q13310,4.0,3.0,True,True,True
Q13322,2.0,0.0,True,False,False
Q13325,2.0,3.0,True,True,True
Q13347,5.0,2.0,True,True,True
Q13362,1.0,0.0,True,False,False
Q13363,2.0,4.0,True,True,True
Q13404,5.0,2.0,True,True,True
Q13416,1.0,1.0,True,True,True
Q13418,7.0,3.0,True,True,True
Q13423,1.0,0.0,True,False,False
Q13425,1.0,2.0,True,True,True
Q13426,1.0,0.0,True,False,False
Q13428,8.0,3.0,True,True,True
Q13435,8.0,1.0,True,True,True
Q13439,1.0,4.0,True,True,True
Q13442,6.0,0.0,True,False,False
Q13451,5.0,1.0,True,True,True
Q13474,1.0,0.0,True,False,False
Q13485,3.0,0.0,True,False,False
Q13492,2.0,0.0,True,False,False
Q13501,1.0,5.0,True,True,True
Q13509,3.0,3.0,True,True,True
Q13510,1.0,0.0,True,False,False
Q13523,1.0,1.0,True,True,True
Q13526,4.0,2.0,True,True,True
Q13546,1.0,0.0,True,False,False
Q13547,2.0,3.0,True,True,True
Q13557,1.0,2.0,True,True,True
Q13561,7.0,2.0,True,True,True
Q13564,2.0,2.0,True,True,True
Q13572,1.0,1.0,True,True,True
Q13573,1.0,1.0,True,True,True
Q13576,1.0,0.0,True,False,False
Q13586,3.0,0.0,True,False,False
Q13596,3.0,1.0,True,True,True
Q13601,1.0,1.0,True,True,True
Q13616,4.0,0.0,True,False,False
Q13617,4.0,1.0,True,True,True
Q13618,3.0,1.0,True,True,True
Q13619,2.0,2.0,True,True,True
Q13620,8.0,2.0,True,True,True
Q13630,7.0,1.0,True,True,True
Q13642,1.0,1.0,True,True,True
Q13643,1.0,1.0,True,True,True
Q13685,2.0,0.0,True,False,False
Q13740,1.0,0.0,True,False,False
Q13765,5.0,0.0,True,False,False
Q13813,10.0,6.0,True,True,True
Q13825,1.0,0.0,True,False,False
Q13838,12.0,5.0,True,True,True
Q13895,1.0,3.0,True,True,True
Q13901,1.0,0.0,True,False,False
Q13907,3.0,0.0,True,False,False
Q13951,3.0,1.0,True,True,True
Q13952,2.0,0.0,True,False,False
Q14005,1.0,2.0,True,True,True
Q14008,2.0,5.0,True,True,True
Q14019,4.0,1.0,True,True,True
Q14061,3.0,2.0,True,True,True
Q14103,8.0,2.0,True,True,True
Q14141,4.0,5.0,True,True,True
Q14149,1.0,5.0,True,True,True
Q14151,1.0,3.0,True,True,True
Q14152,2.0,4.0,True,True,True
Q14157,2.0,0.0,True,False,False
Q14161,1.0,0.0,True,False,False
Q14164,1.0,0.0,True,False,False
Q14166,4.0,5.0,True,True,True
Q14192,2.0,7.0,True,True,True
Q14203,1.0,2.0,True,True,True
Q14204,11.0,18.0,True,True,True
Q14232,1.0,2.0,True,True,True
Q14240,3.0,1.0,True,True,True
Q14241,3.0,1.0,True,True,True
Q14247,22.0,2.0,True,True,True
Q14257,6.0,0.0,True,False,False
Q14258,8.0,3.0,True,True,True
Q14315,12.0,11.0,True,True,True
Q14318,2.0,2.0,True,True,True
Q14320,10.0,0.0,True,False,False
Q14376,1.0,4.0,True,True,True
Q14444,1.0,1.0,True,True,True
Q14566,4.0,9.0,True,True,True
Q14643,1.0,0.0,True,False,False
Q14653,1.0,3.0,True,True,True
Q14683,2.0,5.0,True,True,True
Q14690,1.0,1.0,True,True,True
Q14691,2.0,0.0,True,False,False
Q14693,1.0,0.0,True,False,False
Q14696,1.0,1.0,True,True,True
Q14697,3.0,3.0,True,True,True
Q14738,2.0,2.0,True,True,True
Q14739,3.0,0.0,True,False,False
Q14789,2.0,5.0,True,True,True
Q147X3,1.0,1.0,True,True,True
Q14839,3.0,7.0,True,True,True
Q14847,12.0,3.0,True,True,True
Q14914,3.0,1.0,True,True,True
Q14966,1.0,4.0,True,True,True
Q14974,5.0,7.0,True,True,True
Q14978,1.0,0.0,True,False,False
Q14980,1.0,10.0,True,True,True
Q14C86,1.0,3.0,True,True,True
Q14CX7,2.0,0.0,True,False,False
Q15003,4.0,7.0,True,True,True
Q15008,2.0,1.0,True,True,True
Q15019,6.0,2.0,True,True,True
Q15020,1.0,3.0,True,True,True
Q15021,3.0,6.0,True,True,True
Q15041,1.0,0.0,True,False,False
Q15042,1.0,4.0,True,True,True
Q15046,3.0,3.0,True,True,True
Q15056,7.0,1.0,True,True,True
Q15061,2.0,4.0,True,True,True
Q15067,1.0,2.0,True,True,True
Q15080,1.0,1.0,True,True,True
Q15084,8.0,4.0,True,True,True
Q15102,3.0,2.0,True,True,True
Q15118,3.0,3.0,True,True,True
Q15120,1.0,2.0,True,True,True
Q15121,5.0,1.0,True,True,True
Q15126,3.0,0.0,True,False,False
Q15149,36.0,22.0,True,True,True
Q15181,15.0,7.0,True,True,True
Q15185,5.0,5.0,True,True,True
Q15208,3.0,1.0,True,True,True
Q15233,9.0,2.0,True,True,True
Q15257,4.0,0.0,True,False,False
Q15276,1.0,0.0,True,False,False
Q15286,2.0,1.0,True,True,True
Q15287,2.0,0.0,True,False,False
Q15293,11.0,0.0,True,False,False
Q15306,1.0,4.0,True,True,True
Q15365,7.0,8.0,True,True,True
Q15366,9.0,5.0,True,True,True
Q15369,2.0,3.0,True,True,True
Q15370,1.0,2.0,True,True,True
Q15382,4.0,0.0,True,False,False
Q15393,2.0,4.0,True,True,True
Q15397,1.0,1.0,True,True,True
Q15398,1.0,2.0,True,True,True
Q15404,2.0,0.0,True,False,False
Q15417,14.0,3.0,True,True,True
Q15418,4.0,2.0,True,True,True
Q15424,1.0,3.0,True,True,True
Q15427,3.0,0.0,True,False,False
Q15428,1.0,1.0,True,True,True
Q15436,3.0,0.0,True,False,False
Q15437,6.0,3.0,True,True,True
Q15438,1.0,0.0,True,False,False
Q15459,8.0,1.0,True,True,True
Q15527,1.0,0.0,True,False,False
Q15532,1.0,0.0,True,False,False
Q15544,1.0,0.0,True,False,False
Q15555,3.0,1.0,True,True,True
Q15599,1.0,1.0,True,True,True
Q15628,2.0,0.0,True,False,False
Q15631,5.0,1.0,True,True,True
Q15637,5.0,1.0,True,True,True
Q15642,2.0,0.0,True,False,False
Q15643,1.0,2.0,True,True,True
Q15645,2.0,1.0,True,True,True
Q15654,1.0,3.0,True,True,True
Q15678,1.0,0.0,True,False,False
Q15691,12.0,2.0,True,True,True
Q15717,4.0,0.0,True,False,False
Q15738,1.0,1.0,True,True,True
Q15758,1.0,0.0,True,False,False
Q15785,9.0,2.0,True,True,True
Q15797,2.0,0.0,True,False,False
Q15813,2.0,1.0,True,True,True
Q15819,1.0,1.0,True,True,True
Q15833,3.0,0.0,True,False,False
Q15836,1.0,0.0,True,False,False
Q15843,3.0,0.0,True,False,False
Q15907,3.0,0.0,True,False,False
Q15942,9.0,1.0,True,True,True
Q16186,2.0,3.0,True,True,True
Q16204,3.0,0.0,True,False,False
Q16222,6.0,1.0,True,True,True
Q16270,1.0,5.0,True,True,True
Q16513,1.0,0.0,True,False,False
Q16527,3.0,1.0,True,True,True
Q16531,3.0,4.0,True,True,True
Q16537,2.0,0.0,True,False,False
Q16543,15.0,3.0,True,True,True
Q16555,3.0,4.0,True,True,True
Q16576,5.0,4.0,True,True,True
Q16626,1.0,0.0,True,False,False
Q16630,1.0,1.0,True,True,True
Q16644,1.0,1.0,True,True,True
Q16656,1.0,1.0,True,True,True
Q16658,1.0,0.0,True,False,False
Q16666,3.0,6.0,True,True,True
Q16695,1.0,0.0,True,False,False
Q16698,2.0,1.0,True,True,True
Q16718,1.0,1.0,True,True,True
Q16740,4.0,1.0,True,True,True
Q16762,1.0,2.0,True,True,True
Q16763,5.0,2.0,True,True,True
Q16775,1.0,0.0,True,False,False
Q16777,1.0,0.0,True,False,False
Q16778,4.0,0.0,True,False,False
Q16825,1.0,0.0,True,False,False
Q16836,8.0,1.0,True,True,True
Q16851,9.0,1.0,True,True,True
Q16854,1.0,1.0,True,True,True
Q16864,2.0,0.0,True,False,False
Q16875,1.0,1.0,True,True,True
Q16877,1.0,2.0,True,True,True
